ลำดับที่,MEMBER TYPE,CODE,NAME,CARD ID,ADDRESS,SUB DISTRICT,DISTRICT,PROVINCE,CONTACT,ROUTE,MOBILE,LINE,LOCATION,REMARK,BRANCH CODE,STATUS,Ref
640,ขายปลีก 20/5,VP06000,ขายสด,xxxxxxxxxxxxx,-,,,,,VP06,xxxxxxxxxxxx,,,ลูกค้าจร,xxxxx,Active,OLD
641,ขายปลีก 20/5,VP07000,ขายสด,xxxxxxxxxxxxx,-,,,,,VP07,xxxxxxxxxxxx,,,ลูกค้าจร,xxxxx,Inactive,OLD
642,ขายปลีก 20/5,VP08000,ขายสด,xxxxxxxxxxxxx,-,,,,,VP08,xxxxxxxxxxxx,,,ลูกค้าจร,xxxxx,Active,OLD
643,ขายปลีก 20/5,VP09000,ขายสด,xxxxxxxxxxxxx,-,,,,,VP09,xxxxxxxxxxxx,,,ลูกค้าจร,xxxxx,Active,OLD
644,ขายปลีก 20/5,VP10000,ขายสด,xxxxxxxxxxxxx,-,,,,,VP10,xxxxxxxxxxxx,,,ลูกค้าจร,xxxxx,Active,OLD
645,ขายปลีก 20/5,VP11001,สวนหม่อน,xxxxxxxxxxxxx,,,,,,VP11,-,,"13.7228038,99.9117548",,xxxx,Active,OLD
646,ขายปลีก 20/5,VP11003,กาแฟรัตน์โกสินทร์,xxxxxxxxxxxxx,,,,,พี่นัด,VP11,-,,"13.56595878,99.82995518",,xxxx,Active,OLD
647,ขายปลีก 20/5,VP11009,ครัวคุณวรรณ,xxxxxxxxxxxxx,,,,,ป้ามะลิ,VP11,-,,"13.5347234,99.8194025",,xxxx,Active,OLD
648,ขายปลีก 20/5,VP11010,สาขา3 ข้าวแกงปักษ์ใต้,xxxxxxxxxxxxx,,,,,ป้ากี้,VP11,-,,"13.5785008,99.8297888",,xxxx,Active,OLD
649,ขายปลีก 20/5,VP11011,ช.โภชนา อาหารตามสั่ง,xxxxxxxxxxxxx,,,,,พีพี,VP11,-,,"13.5877419,99.8301664",,xxxx,Active,OLD
650,ขายปลีก 20/5,VP11012,กาแฟบุญมี,xxxxxxxxxxxxx,,,,,ป้าทัด,VP11,-,,"13.5875175,99.831056",,xxxx,Active,OLD
651,ขายปลีก 20/5,VP11013,ครัวแม่นันท์ ท่าราบ,xxxxxxxxxxxxx,,,,,พี่วิว,VP11,-,,"13.5958505,99.8309866",,xxxx,Active,OLD
652,ขายปลีก 20/5,VP11014,ผลไม้ พี่ฝน,xxxxxxxxxxxxx,,,,,พี่เจี๊ยบ,VP11,-,,"13.6163632,99.8396693",,xxxx,Active,OLD
653,ขายปลีก 20/5,VP11015,บ้านส้ม 3,xxxxxxxxxxxxx,,,,,ป้าติ๋ม,VP11,-,,,,xxxx,Inactive,OLD
654,ขายปลีก 20/5,VP11016,กาแฟสด ศูนย์อาหาร ปตท. หนองโพ,xxxxxxxxxxxxx,,,,,น้องโบว์,VP11,-,,,,xxxx,Inactive,OLD
655,ขายปลีก 20/5,VP11018,Octospider,xxxxxxxxxxxxx,,,,,พี่ปุ๋ย,VP11,xxxxxxxxxxx,,"13.7216462,99.9109534",,xxxx,Active,OLD
656,ขายปลีก 20/5,VP11019,Pasaya Cafe In,xxxxxxxxxxxxx,,,,,ป้าสุข,VP11,-,,"13.72050815,99.91329731",,xxxx,Active,OLD
657,ขายปลีก 20/5,VP11020,บางแพ ไม้เก่า,xxxxxxxxxxxxx,,,,,เจ้บัว,VP11,-,,,,xxxx,Active,OLD
658,ขายปลีก 20/5,VP11021,เต๊กกอ ข้างปั๊มบางจาก,xxxxxxxxxxxxx,,,,,สาว,VP11,xxxxxxxxxxx,,,,xxxx,Inactive,OLD
659,ขายปลีก 20/5,VP11022,สาขา7 ข้าวแกงปักษ์ใต้,xxxxxxxxxxxxx,,,,,ป้าแอ็ด,VP11,xxxxxxxxxxx,,"13.66813963,99.87280253",,xxxx,Active,OLD
660,ขายปลีก 20/5,VP11023,บ้านส้ม เขางู,xxxxxxxxxxxxx,,,,,ป้าหยุด,VP11,xxxxxxxxxxx,,"13.5517534,99.81039",,xxxx,Active,OLD
661,ขายปลีก 20/5,VP11024,ก๋วยเตี๋ยวกันเอง,xxxxxxxxxxxxx,,,,,พี่นุ้ย,VP11,xxxxxxxxxxx,,"13.551232,99.810431",,xxxx,Active,OLD
662,ขายปลีก 20/5,VP11025,ชูชกยิ้ม,xxxxxxxxxxxxx,,,,,ลุงไอร์,VP11,xxxxxxxxxxx,,"13.5618106,99.8289981",,xxxx,Active,OLD
663,ขายปลีก 20/5,VP11026,เพลินกรุง,xxxxxxxxxxxxx,,,,,ป้าแต๋ว,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
664,ขายปลีก 20/5,VP11027,เจี๊ยบผลไม้,xxxxxxxxxxxxx,,,,,พี่จอย,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
665,ขายปลีก 20/5,VP11028,ร้านน้ำ พี่ทิพย์,xxxxxxxxxxxxx,,,,,พี่หมี,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
666,ขายปลีก 20/5,VP11029,หม่าล่า,xxxxxxxxxxxxx,,,,,พี่ส้ม,VP11,xxxxxxxxxxx,,,,xxxx,Active,OLD
667,ขายปลีก 20/5,VP11030,ลูกชิ้นปลา ศรีบุรี,xxxxxxxxxxxxx,,,,,พี่พลอย,VP11,080-4219997,,,,xxxx,Active,OLD
668,ขายปลีก 20/5,VP11031,CC2853 อเมซอน 4แยกห้วย,xxxxxxxxxxxxx,,,,,ป้าตุ๊ก,VP11,xxxxxxxxxxx,,"13.4675342,99.7987187",,xxxx,Active,OLD
669,ขายปลีก 20/5,VP11032,SC2570 อเมซอน โลตัส,xxxxxxxxxxxxx,,,,,ป้าบูรณ์,VP11,xxxxxxxxxxx,,"13.5377543,99.8184647",,xxxx,Active,OLD
670,ขายปลีก 20/5,VP11033,SC2680 อเมซอน รพ.ราชบุรี,xxxxxxxxxxxxx,,,,,ป้าแขก,VP11,xxxxxxxxxxx,,"13.5307072,99.8155597",,xxxx,Active,OLD
671,ขายปลีก 20/5,VP11034,อาหารตามสั่ง พี่หน่อย,xxxxxxxxxxxxx,,,,,ป้าเพ็ญ,VP11,xxxxxxxxxxx,,,,xxxx,Inactive,OLD
672,ขายปลีก 20/5,VP11035,กาแฟ เจ้เล็ก,xxxxxxxxxxxxx,,,,,พี่ขวัญ,VP11,-,,"13.53831587,99.81911987",,xxxx,Active,OLD
673,ขายปลีก 20/5,VP11036,สาขา2 ข้าวแกงปักษ์ใต้,xxxxxxxxxxxxx,,,,,ป้าเรณู,VP11,-,,"13.4830021,99.7951467",,xxxx,Active,OLD
674,ขายปลีก 20/5,VP11037,สาขา1 ข้าวแกงปักษ์ใต้,xxxxxxxxxxxxx,,,,,,VP11,-,,"13.46322953,99.79790256",,xxxx,Active,OLD
675,ขายปลีก 20/5,VP11039,ของชำ พี่หญิง,xxxxxxxxxxxxx,,,,,,VP11,xxxxxxxxxxx,,"13.5611484,99.8335875",,xxxx,Active,OLD
676,ขายปลีก 20/5,VP11040,ร้านน้ำ พิเชษฐ์,xxxxxxxxxxxxx,,,,,,VP11,-,,,,xxxx,Inactive,OLD
677,ขายปลีก 20/5,VP11041,ร้านชา กาแฟ บ้านสิงห์,xxxxxxxxxxxxx,,,,,,VP11,-,,"13.67008953,99.87639819",,xxxx,Active,OLD
678,ขายปลีก 20/5,VP11042,Oni โลตัส ราชบุรี,xxxxxxxxxxxxx,,,,,15D,VP11,-,,"13.5377781,99.818342",,xxxx,Active,OLD
679,ขายปลีก 20/5,VP06060,ส้มตำพี่นิว,xxxxxxxxxxxxx,,,,,,VP06,-,,,,xxxx,Active,OLD
680,ขายปลีก 20/5,VP01086,พี่ตอง น้ำปั่น,xxxxxxxxxxxxx,,,,,,VP01,-,,,,xxxx,Inactive,OLD
681,ขายปลีก 20/5,VP01087,ข้าวไข่เจียวพี่จิ้งหรีด,xxxxxxxxxxxxx,,,,,,VP01,-,,"13.83256648,100.28089274",,xxxx,Inactive,OLD
682,ขายปลีก 20/5,VP05035,ร้านน้ำปั่นพี่เจี๊ยบ,xxxxxxxxxxxxx,,,,,,VP05,062-6497739,,,,xxxxxxx,Inactive,OLD
683,ขายปลีก 20/5,VP05036,ชามิจิ,xxxxxxxxxxxxx,,,,,,VP05,081-1923696,,,,xxxxx,Active,OLD
684,ขายปลีก 20/5,VP05037,กระเพราจานใหญ่,xxxxxxxxxxxxx,,,,,,VP05,086-0308990,,"13.77362182,100.09114888",,xxxxx,Active,OLD
685,ขายปลีก 20/5,VP05038,โลมาชาชง PT,xxxxxxxxxxxxx,,,,,,VP05,061-2575156,,,,xxxxx,Inactive,OLD
686,ขายปลีก 20/5,VP05039,ร้านบ้านเฉาก๊วยเต็งหนึ่ง,xxxxxxxxxxxxx,,,,,,VP05,097-2763925,,,,xxxxx,Inactive,OLD
687,ขายปลีก 20/5,VP05040,น้ำแข็งใสน้องไอซ์,xxxxxxxxxxxxx,,,,,,VP05,082-274362,,,,xxxxx,Active,OLD
688,ขายปลีก 20/5,VP05041,MP คอฟฟี่,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,,,xxxxx,Active,OLD
689,ขายปลีก 20/5,VP05042,มาลัยกาแฟ,xxxxxxxxxxxxx,,,,,,VP05,082-2917064,,"13.6412748,100.0187934",,xxxxx,Active,OLD
690,ขายปลีก 20/5,VP05043,ไก่ย่างจิ้มแจ่ว,xxxxxxxxxxxxx,,,,,ลุงสร,VP05,061-5705121,,,,xxxxx,Inactive,OLD
691,ขายปลีก 20/5,VP05044,เกี๊ยว 7 หัวโพ,xxxxxxxxxxxxx,,,,,,VP05,065-9726912,,"13.5314876,99.9670727",,xxxxx,Active,OLD
692,ขายปลีก 20/5,VP05045,อาหารอีสานเจ้แอ๊ด,xxxxxxxxxxxxx,,,,,,VP05,096-7811443,,"13.53163547,99.96699127",,xxxxx,Active,OLD
693,ขายปลีก 20/5,VP05046,พี่สานการยาง,xxxxxxxxxxxxx,,,,,,VP05,092-3900357,,,,xxxxx,Active,OLD
694,ขายปลีก 20/5,VP05047,กาแฟสด น้ำปั่น,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,"13.53160558,99.96701421",,xxxxx,Active,OLD
695,ขายปลีก 20/5,VP05048,ข้าวหมูแดง,xxxxxxxxxxxxx,,,,,,VP05,089-9112791,,"13.531607,99.96700799",,xxxxx,Active,OLD
696,ขายปลีก 20/5,VP05049,ข้าวแกงออมสิน,xxxxxxxxxxxxx,,,,,หน่อย,VP05,083-6939944,,,,xxxxx,Active,OLD
697,ขายปลีก 20/5,VP05050,ร้านปอนด์เตี่ยวเรือ,xxxxxxxxxxxxx,,,,,,VP05,082-2515970,,,,xxxxx,Inactive,OLD
698,ขายปลีก 20/5,VP05051,เตี๋ยวไก่น้องปาล์ม,xxxxxxxxxxxxx,,,,,,VP05,092-4754229,,,,xxxxx,Inactive,OLD
699,ขายปลีก 20/5,VP05052,โรงเรียนสายธรรมจันทร์,xxxxxxxxxxxxx,,,,,,VP05,081-4351271,,,,xxxxx,Inactive,OLD
700,ขายปลีก 20/5,VP05053,ครูเล็กน้ำปั่น,xxxxxxxxxxxxx,,,,,,VP05,063-6422940,,,,xxxxx,Active,OLD
701,ขายปลีก 20/5,VP05054,พี่ปุ๋ย,xxxxxxxxxxxxx,,,,,,VP05,095-1629564,,,,xxxxx,Inactive,OLD
702,ขายปลีก 20/5,VP05055,ปลาหมึก,xxxxxxxxxxxxx,,,,,,VP05,064-9857445,,,,xxxxx,Inactive,OLD
703,ขายปลีก 20/5,VP05056,ร้านเผือกมันหู้,xxxxxxxxxxxxx,,,,,,VP05,087-1681622,,,,xxxxx,Active,OLD
704,ขายปลีก 20/5,VP05057,ร้านข้าวแกง,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,"13.67595544,100.08805132",,xxxxx,Active,OLD
705,ขายปลีก 20/5,VP05058,พี่ชมพู่แยกหัวโพ,xxxxxxxxxxxxx,,,,,,VP05,080-6587299,,,,xxxxx,Active,OLD
706,ขายปลีก 20/5,VP05059,ร้านส้มตำพี่ประนอม,xxxxxxxxxxxxx,,,,,,VP05,087-6678302,,,,xxxxx,Active,OLD
707,ขายปลีก 20/5,VP05060,หมูสดเจ้บัว,xxxxxxxxxxxxx,,,,,,VP05,094-1974109,,,,xxxxx,Active,OLD
708,ขายปลีก 20/5,VP05061,พี่เอกปลาหมึก,xxxxxxxxxxxxx,,,,,เอก,VP05,096-7838583,,,,xxxxx,Inactive,OLD
709,ขายปลีก 20/5,VP05062,พี่แสงน้ำปั่น,xxxxxxxxxxxxx,,,,,,VP05,063-9806551,,,,xxxxx,Active,OLD
710,ขายปลีก 20/5,VP05063,พี่นุกุ้งสด,xxxxxxxxxxxxx,,,,,,VP05,098-1212586,,,,xxxxx,Inactive,OLD
711,ขายปลีก 20/5,VP05064,ร้านลูกชิ้นหมูปิ้ง,xxxxxxxxxxxxx,,,,,,VP05,0907315084,,,,xxxxx,Active,OLD
712,ขายปลีก 20/5,VP05065,ปิ่นก๋วยเตี๋ยว,xxxxxxxxxxxxx,,,,,,VP05,063-5109351,,,,xxxxx,Inactive,OLD
713,ขายปลีก 20/5,VP05066,ร้านหรั่งยำแซ่บ,xxxxxxxxxxxxx,,,,,,VP05,094-9614404,,,,xxxxx,Inactive,OLD
714,ขายปลีก 20/5,VP05067,ร้านเฉาก๊วยเต็งหนึ่ง,xxxxxxxxxxxxx,,,,,,VP05,086-1553384,,,,xxxxx,Inactive,OLD
715,ขายปลีก 20/5,VP05068,ปิ่นก๋วยเตี๋ยว,xxxxxxxxxxxxx,,,,,,VP05,063-5109351,,,,xxxxx,Inactive,OLD
716,ขายปลีก 20/5,VP05069,ข้าวหมูแดงพี่กาญ,xxxxxxxxxxxxx,,,,,,VP05,090-9753547,,,,xxxxx,Active,OLD
717,ขายปลีก 20/5,VP05070,Amazon ปตท,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
718,ขายปลีก 20/5,VP05071,ร้านยำแรด,xxxxxxxxxxxxx,,,,,,VP05,086-3751869,,,,xxxxx,Inactive,OLD
719,ขายปลีก 20/5,VP05072,พี่ศรีชาบู,xxxxxxxxxxxxx,,,,,,VP05,099-4948835,,,,xxxxx,Active,OLD
720,ขายปลีก 20/5,VP05073,ชาราณี,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
721,ขายปลีก 20/5,VP05074,ขายสด,xxxxxxxxxxxxx,,,,,,VP05,xxxxxxxxxxxx,,,,xxxxx,Inactive,OLD
722,ขายปลีก 20/5,VP09050,ลูกชิ้นพี่ทิพย์,xxxxxxxxxxxxx,,,,,,VP09,-,,,,xxxx,Inactive,OLD
723,ขายปลีก 20/5,VP09051,ก๋วยเตี๋ยวเนื้อ,xxxxxxxxxxxxx,,,,,,VP09,-,,"13.8178075,100.06669632",,xxxx,Active,OLD
724,ขายปลีก 20/5,VP09052,ร้านตามกาลเวลา,xxxxxxxxxxxxx,,,,,,VP09,-,,,,xxxx,Inactive,OLD
725,ขายปลีก 20/5,VP09053,หมีพ่นไฟ,xxxxxxxxxxxxx,,,,,,VP09,-,,"13.8025895,100.0053791",,xxxx,Active,OLD
726,ขายปลีก 20/5,VP09054,ไซค์งาน ซ.8,xxxxxxxxxxxxx,,,,,,VP09,-,,,,xxxx,Inactive,OLD
727,ขายปลีก 20/5,VP09055,สะบัดสาก,xxxxxxxxxxxxx,,,,,,VP09,-,,,,xxxx,Inactive,OLD
728,ขายปลีก 20/5,VP05075,ป้านาง,xxxxxxxxxxxxx,,,,,,VP05,-,,"13.6390015,100.01735818",,xxxx,Active,OLD
729,ขายปลีก 20/5,VP05076,พี่มล หอยขม,xxxxxxxxxxxxx,,,,,,VP05,-,,,,xxxx,Inactive,OLD
730,ขายปลีก 20/5,VP05077,ป้านวลจันทร์ ลูกชิ้น,xxxxxxxxxxxxx,,,,,,VP05,-,,,,xxxx,Inactive,OLD
731,ขายปลีก 20/5,VP04051,พี่หนา,*************,,,,,,VP04,********,,"13.8026642,100.3351672",,*****,Active,OLD
732,ขายปลีก 20/5,VP04052,เกี๊ยวปลา,**********,,,,,,VP04,**********,,,,*****,Inactive,OLD
733,ขายปลีก 20/5,VP04053,โอซาก้า,**********,,,,,,VP04,*******,,,,********,Inactive,OLD
734,ขายปลีก 20/5,VP04054,SC1865 อเมซอน,*******,,,,,,VP04,*******,,"13.7873112,100.2759272",,*****,Active,OLD
735,ขายปลีก 20/5,VP04055,พี่หมวย,****,,,,,,VP04,*****,,,,***,Inactive,OLD
736,ขายปลีก 20/5,VP04056,ปลาหมึกย่าง,****,,,,,,VP04,****,,,,****,Active,OLD
737,ขายปลีก 20/5,VP04057,บ้านกล้วยไม้,***,,,,,,VP04,*****,,,,***,Active,OLD
738,ขายปลีก 20/5,VP04058,พี่นันท์,***,,,,,,VP04,***,,,,**,Inactive,OLD
739,ขายปลีก 20/5,VP04059,ป้าสุนีย์,***,,,,,,VP04,****,,"13.8027333,100.3351398",,**,Active,OLD
740,ขายปลีก 20/5,VP04060,ธาราไอซ์,***,,,,,,VP04,***,,,,**,Active,OLD
741,ขายปลีก 20/5,VP02085,สนง,****,,,,,,VP02,*****,,"13.82291052,100.28865993",,****,Active,OLD
742,ขายปลีก 20/5,VP09056,เหล่าซา,***,,,,,,VP09,*****,,"13.8038066,100.0106218",,***,Active,OLD
743,ขายปลีก 20/5,VP05081,641,***,,,,,,VP05,***,,,,**,Active,OLD
744,ขายปลีก 20/5,VP05096,ร้านน้ำพี่จุก,***,,,,,,VP05,***,,,,**,Inactive,OLD
745,ขายปลีก 20/5,VP05100,ทดลอง,***,,,,,,VP05,*****,,,,**,Inactive,OLD
746,ขายปลีก 20/5,VP05102,พี่อี๊ด,***,,,,,,VP05,*****,,"13.531438,99.9670175",,**,Inactive,OLD
747,ขายปลีก 20/5,VP05106,ละมุน,***,,,,,,VP05,*****,,,,**,Inactive,OLD
748,ขายปลีก 20/5,VP06061,เจ๊ซิ้ม,***,,,,,,VP06,*****,,,,**,Active,OLD
749,ขายปลีก 20/5,VP05111,เครป,***,,,,,,VP05,*******,,,,***,Inactive,OLD
750,ขายปลีก 20/5,VP05112,ปลาหมึก,***,,,,,,VP05,*******,,,,***,Inactive,OLD
751,ขายปลีก 20/5,VP01088,พี่โย,***,,,,,,VP01,*****,,"13.8043105,100.2182001",,**,Active,OLD
752,ขายปลีก 20/5,VP05115,เจ๊กระเทย,***,,,,,,VP05,*****,,,,**,Inactive,OLD
753,ขายปลีก 20/5,VP05116,หม่าล่า,***,,,,,,VP05,*****,,,,**,Inactive,OLD
754,ขายปลีก 20/5,VP08040,ขายดี,***,,,,,,VP08,*****,,,,**,Inactive,OLD
755,ขายปลีก 20/5,VP08042,ส้มตำ,***,,,,,,VP08,*****,,,,**,Inactive,OLD
756,ขายปลีก 20/5,VP02086,ร้านส้มตำ,***,,,,,,VP02,0953905650,,"13.88270402,100.28579344",,**,Active,OLD
757,ขายปลีก 20/5,VP09060,ชา,***,,,,,,VP09,*****,,"13.8194189,100.066214",,**,Active,OLD
758,ขายปลีก 20/5,VP04063,สายลม,***,,,,,,VP04,*****,,"13.80059444,100.330402",,**,Active,OLD
759,ขายปลีก 20/5,VP03055,ไซร์งาน,***,,,,,,VP03,*****,,"13.8509527,100.1874226",,**,Active,OLD
760,ขายปลีก 20/5,VP09061,ข้าวซอย,***,,,,,,VP09,*****,,"13.8120363,100.0455813",,**,Active,OLD
761,ขายปลีก 20/5,VP05122,เตี๋ยวไก่มะระ,***,,,,,,VP05,*****,,,,**,Inactive,OLD
762,ขายปลีก 20/5,VP03056,ปลาหมึกย่าง,***,,,,,,VP03,*****,,,,**,Inactive,OLD
763,ขายปลีก 20/5,VP08046,ก๋วยเตี๋ยว,***,,,,,,VP08,*****,,,,**,Inactive,OLD
764,ขายปลีก 20/5,VP03057,พี่แหม่ม,***,,,,,,VP03,0861765718,,"13.8845278,100.2255786",,**,Active,OLD
765,ขายปลีก 20/5,VP05125,พี่สำราญ,***,,,,,,VP05,0926198101,,,,**,Inactive,OLD
766,ขายปลีก 20/5,VP05126,น้องแก้มขายน้ำ,***,,,,,,VP05,0806999632,,,,**,Inactive,OLD
767,ขายปลีก 20/5,VP05127,เจมส์บอย,***,,,,,,VP05,0616040310,,,,**,Inactive,OLD
768,ขายปลีก 20/5,VP01089,บ้านสวนป้ารัก,***,,,,,,VP01,***,,"13.80999306,100.24942974",,*****,Active,OLD
769,ขายปลีก 20/5,VP09062,พัฟฟี่เค้ก,***,,,,,,VP09,*****,,"13.8123603,100.0725097",,**,Active,OLD
770,ขายปลีก 20/5,VP09064,ร้านน้ำ,***,,,,,,VP09,*****,,,,**,Inactive,OLD
771,ขายปลีก 20/5,VP03058,ป้าแก้ว,***,,,,,,VP03,*****,,"13.8844873,100.2262483",,**,Active,OLD
772,ขายปลีก 20/5,VP09065,กล้วยทอด,***,,,,,,VP09,*****,,,,**,Inactive,OLD
773,ขายปลีก 20/5,VP01091,พี่เชษฐ์,***,,,,,,VP01,*****,,"13.8262687,100.2585859",,**,Active,OLD
774,ขายปลีก 20/5,VP08047,ลาบร้อยเอ็ด,***,,,,,,VP08,*****,,,,**,Inactive,OLD
775,ขายปลีก 20/5,VP05131,พี่สุ,***,,,,,,VP05,*****,,,,**,Active,OLD
776,ขายปลีก 20/5,VP05132,ทาโยยากิ,***,,,,,,VP05,*****,,,,**,Inactive,OLD
777,ขายปลีก 20/5,VP05133,ก๋วยเตี๋ยวไก่,***,,,,,,VP05,*****,,,,**,Inactive,OLD
778,ขายปลีก 20/5,VP05134,Aquas,***,,,,,,VP05,*****,,,,**,Active,OLD
779,ขายปลีก 20/5,VP02087,น้ำผลไม้ปั่นพี่เปิ้ล,***,,,,,,VP02,*****,,"13.87555199,100.29201286",,**,Active,OLD
780,ขายปลีก 20/5,VP01092,บ้านกาแฟ ม.พฤกษา 8 ซ.1,***,,,,,,VP01,*****,,"13.824929,100.24481255",,**,Active,OLD
781,ขายปลีก 20/5,VP01093,บ้านกาแฟ ม.พฤกษา 4 ซ.1,***,,,,,,VP01,*****,,,,**,Inactive,OLD
782,ขายปลีก 20/5,VP04065,ร้านชาพะยอม,***,,,,,,VP04,*****,,,,**,Inactive,OLD
783,ขายปลีก 20/5,VP08048,ต้มเลือดหมู,***,,,,,,VP08,*****,,,,**,Inactive,OLD
784,ขายปลีก 20/5,VP08049,ร้านชา,***,,,,,,VP08,*****,,"13.8137648,100.0455048",,**,Active,OLD
785,ขายปลีก 20/5,VP10041,ร้านผู้ใหญ่,***,,,,,,VP10,***,,,,**,Inactive,OLD
786,ขายปลีก 20/5,VP10042,ร้านค้า,***,,,,,,VP10,*****,,,,**,Active,OLD
787,ขายปลีก 20/5,VP01094,พี่กบ,***,,,,,,VP01,*****,,"13.7830048,100.2216473",,**,Active,OLD
788,ขายปลีก 20/5,VP01095,ร้านค้าทัพแก้ว,***,,,,,,VP01,*****,,"13.8115827,100.2352487",,**,Active,OLD
789,ขายปลีก 20/5,VP02088,ร้านป้าสว่าง,***,,,,,,VP02,*****,,"13.83070854,100.31109773",,**,Active,OLD
790,ขายปลีก 20/5,VP04067,Izekimo,***,,,,,,VP04,*****,,,,**,Inactive,OLD
791,ขายปลีก 20/5,VP09067,N&B,***,,,,,,VP09,*****,,"13.8032195,100.0074761",,**,Active,OLD
792,ขายปลีก 20/5,VP01098,ตามสั่งลุงสมชาย,***,,,,,,VP01,***,,"13.8126637,100.24752",,**,Active,OLD
793,ขายปลีก 20/5,VP02089,ข้าวแกงป้านิด,***,,,,,,VP02,*****,,"13.8980824,100.2810583",,**,Active,OLD
794,ขายปลีก 20/5,VP01099,ร้านลุกชิ้นพี่ภา,***,,,,,,VP01,*****,,"13.8188029,100.2393609",,**,Active,OLD
795,ขายปลีก 20/5,VP01100,ร้านตามสั่งป้าเล็ก,***,,,,,,VP01,*****,,"13.8200606,100.2439457",,**,Active,OLD
796,ขายปลีก 20/5,VP01101,ร้านค้าพี่แนน,***,,,,,,VP01,*****,,"13.8405044,100.2977344",,**,Active,OLD
797,ขายปลีก 20/5,VP01102,กาแฟรถเข็น,***,,,,,,VP01,*****,,,,**,Inactive,OLD
798,ขายปลีก 20/5,VP01103,ร้านส้มตำป้าจิตร,***,,,,,,VP01,*****,,"13.81964938,100.24173665",,**,Active,OLD
799,ขายปลีก 20/5,VP09068,หนองโพ,***,,,,,,VP09,*****,,"13.80423045,100.00722507",,**,Active,OLD
800,ขายปลีก 20/5,VP02091,เฮง เฮง,***,,,,,,VP02,***,,"13.8037128,100.193736",,**,Active,OLD
801,ขายปลีก 20/5,VP01104,ร้านพี่ปุ๋ยตำรัว,***,,,,,,VP01,*****,,"13.7923571,100.1772343",,**,Active,OLD
802,ขายปลีก 20/5,VP01105,ร้านขนมจีนพี่อุ้ม,***,,,,,,VP01,*****,,"13.8184605,100.2410506",,**,Active,OLD
803,ขายปลีก 20/5,VP10043,พี่น้ำน้ำแข็งใส,***,,,,,,VP10,*****,,,,**,Active,OLD
804,ขายปลีก 20/5,VP05135,พี่นกเป็ดพะโล้,***,,,,,,VP05,*****,,,,**,Active,OLD
805,ขายปลีก 20/5,VP05136,พี่อ้อยตามสั่ง,***,,,,,,VP05,*****,,,,**,Active,OLD
806,ขายปลีก 20/5,VP09069,ร้านน้ำพันทิพา,***,,,,,,VP09,*****,,"13.8036059,100.0067771",,**,Active,OLD
807,ขายปลีก 20/5,VP06064,ร้านก๋วยจั๊บ,***,,,,,,VP06,*****,,,,**,Active,OLD
808,ขายปลีก 20/5,VP02092,ร้านปลาหมึกพี่ปิ้ง,***,,,,,,VP02,*****,,,,**,Inactive,OLD
809,ขายปลีก 20/5,VP09070,พี่เบ็นขายน้ำ,***,,,,,,VP09,*****,,"13.8155256,100.0651648",,**,Active,OLD
810,ขายปลีก 20/5,VP09071,POTATA,***,,,,,,VP09,*****,,"13.8148419,100.04698",,**,Active,OLD
811,ขายปลีก 20/5,VP09072,แกงใต้,***,,,,,,VP09,*****,,"13.8203917,100.0686623",,**,Active,OLD
812,ขายปลีก 20/5,VP09073,ร้านน้ำ,***,,,,,,VP09,*****,,"13.8203917,100.0686623",,**,Active,OLD
813,ขายปลีก 20/5,VP09074,Majime,***,,,,,,VP09,*****,,"13.8036059,100.0067771",,**,Active,OLD
814,ขายปลีก 20/5,VP09075,หนองโพ,***,,,,,,VP09,*****,,"13.8229277,100.0592194",,**,Active,OLD
815,ขายปลีก 20/5,VP02093,โรงงานคิวบีซีไอ คลองโยง,***,,,,,,VP02,0922817562,,"13.89713104,100.27754635",,**,Active,OLD
816,ขายปลีก 20/5,VP04068,น้ำส้มปั่น เซ็นทรัลศาลายา,***,,,,,,VP04,*****,,"13.7872739,100.2769599",,**,Active,OLD
817,ขายปลีก 20/5,VP09076,บาส ลูกชิ้น,***,,,,,,VP09,*******,,"13.8197312,100.0760075",,***,Active,OLD
818,ขายปลีก 20/5,VP01106,พี่มนตรี,***,,,,,,VP01,*****,,"13.819696,100.2418522",,**,Active,OLD
819,ขายปลีก 20/5,VP05139,พี่รัตน์,*****,,,,,,VP05,*******,,,,***,Active,OLD
820,ขายปลีก 20/5,VP11000,ขายสด,-,,,,,,VP11,-,,,,-,Active,OLD
821,ขายปลีก 20/5,VP12000,ขายสด,,,,,,,VP12,,,,,,Active,OLD
822,ขายปลีก 20/5,VP12006,SC1514 อเมซอน-ศิลปากร,xxxxxxxxxxxxx,,,,,,VP12,xxxxxxxxxxx,,"13.8164761,100.0430243",,xxxx,Active,OLD
