Code,Name,Surname,,,,,Status,Contact,line_id,lct,rou_id,ที่อยู่,กลุ่มลูกค้า,ประเภท,เบอร์โทร,count
CU-2100230,คลองใหม่,0294, 127/2 หมู่ที่ 7  ตำบลคลองใหม่ อำเภอสามพราน จังหวัดนครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,061-0126564,1
CU-2100231,ซอยวัดไทร(นครปฐม),0195,20/4 หมู่ 4 ต.ท่าตำหนัก อ.นครชัยศรี จ.นครปฐม 73120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-2990605,1
CU-2100232,ห้วยตะโก,0415, 71/3  หมู่ที่ 2  ตำบลพะเนียด  อำเภอนครชัยศรี  จังหวัดนครปฐม  73120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,097-2791042,1
CU-2100233,โคกพระ,0289, 43/4 หมู่ที่ 4 ตำบลบางระกำ อำเภอนครชัยศรี จังหวัดนครปฐม 73120,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,064-2688131,1
CU-2100234,ดอนยายหอม,0127, 262/4 หมู่ 3 ต.ดอนยายหอม อ.เมืองนครปฐม จ.นครปฐม 73000,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,081-3780461,1
CU-2100235,ตลาดจินดา,0292, 145 หมู่ที่ 2 ตำบลตลาดจินดา อำเภอสามพราน จังหวัดนครปฐม 73110,393 อาคาร 393 สีลม ชั้น 5-6 ถนนสีลม แขวงสีลม เขตบางรัก กรุงเทพฯ 10500,30,30 วัน,,,,,CJ04,,CJ,CJ01,061-0126457,1
CU-2100236,เจ้ก้อย,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100237,ถุงทองกั้ง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100238,เฮียกุ้ง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100239,เฮียกุ่ย,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100240,โก๊ะ 7แยก,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100241,ไกด์ หมูสด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100242,เฮียไก่,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100243,เจริญ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100244,เจ้ใจ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100245,เสี่ยโชค,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100246,ช พานิช,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100247,ชัยวัฒน์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100248,เจ้เดือน,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100249,ต้อม,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100250,เต็กฮง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100251,เจ้เตียง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100252,หมูไตเติ้ล,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100253,เจ้ทอง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100254,ร้านธง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100255,ถุงทองนก,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100256,เจ้นัท,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100257,เจ้นุช,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100258,บูตะ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100259,เจ้หมวย ปิ่นทิพย์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100260,ป้าไพบูลย์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100261,ปฐมมงคล,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100262,เสี่ยปุ้ม,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100263,ถุงทองแป้บ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100264,พงษ์เทพ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100265,เพิ่มพูน,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100266,เจ้เฟริสท์-ไกด์หมูสด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100267,หมูมารวย,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100268,เฮียยุทธ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100269,แต๋น ร้านค้า,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100270,ร้านโม่,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100271,เจ้วงศ์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100272,เจ้สิ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100273,เจ้หญิง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100274,หน่อง 7แยก,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100275,เฮียหนุ่ย,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100276,หมูดีดี,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100277,เฮียหมง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100278,เจ้แหวว-ยิ่งเจริญ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100279,อิ๊ก หมูสด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100280,ถุงทองเอก,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100281,เฮียโอ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100282,โรงแหนม ไอโอพี,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100283,เฮงเจริญ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100284,เค วัน,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100285,เผือก,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100286,ประยูร,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100287,อุษณีย์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100288,เจ้เปิ้ล,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100289,เจ้ปัท,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100290,เจ้นิด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100291,เซ้งฮวง,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100292,เจ้แหม่ม,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100293,หมวย วรางคณา,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100294,พัชรมัย,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100295,หมูอยู่อินทร์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100296, ป๋วย หมูสด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100297,หมูแฮปปี้,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100298,เฮียอ๊อฟ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100299,เจ้อ้อ หมูสด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100300,โต๊ด 8879,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100301,หมูเอ็มโคราช,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100302,พีอาร์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100303,ตั้ม,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100304,โดโด้,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100305,สุพัฒน์,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100306,ป้าอู๊ด,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100307,สิริโชค,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
CU-2100308,พีเจริญ,ไม่ระบุ,,,,,,,,,ROXX,,XX,XXXX,,1
